Party Doll,Ca46907336,9241812652,25461 East Baseline Street San Bernardino,California,1400,200,0.07
FDSK German Culture Club,Al68059077,6502867859,2318 2nd Avenue North Birmingham,Alabama,1000,100,0.03
Rogue Tavern,Al04466168,4508360091,2312 2nd Avenue North Birmingham,Alabama,1300,100,0.03
Pale Eddies Pour House,Al10054658,3220744057,3808 2308 2nd Avenue North Birmingham,Alabama,1200,300,0.03
Queen's Park,Al87429865,9128856015,112 24th Street North #102 Birmingham,Alabama,1100,2400,0.03
The Roof,Al58841189,8004980575,2101 5th Avenue North Birmingham,Alabama,1000,2400,0.03
TAVERN ON 1ST,Al80772335,8648205410,2320 1st Avenue North Birmingham,Alabama,1400,200,0.03
Trim Grooming Lounge,Al21798603,1116425044,2200 2nd Avenue North Birmingham,Alabama,1400,2400,0.03
1st and 23rd,Al70404072,9081038518,2300 1st Avenue North Birmingham,Alabama,1200,2300,0.03
El Barrio Restaurante Y Bar,Al82850303,6165927837,2211 2nd Avenue North Birmingham,Alabama,1200,200,0.03
Elpis Bar PMU Birmingham,Al34384104,1486665305,2211 2nd Avenue North Birmingham,Alabama,1300,100,0.03
The Collins Bar,Al05150929,7150754998,2125 2nd Avenue North Birmingham,Alabama,1200,300,0.03
The Wine Loft,Al63130632,3106585331,2200 1st Avenue North #100 Birmingham,Alabama,1000,300,0.03
Carrigan's Public House,Al54463964,9838400749,2430 Morris Avenue Birmingham,Alabama,1000,200,0.03
Chaser's Sports Bar & Grill,Al54753034,9497828985,815 24th Street North Birmingham,Alabama,1300,300,0.03
Jazzy's,Al45729225,6621463089,2215 1st Avenue North Birmingham,Alabama,1100,100,0.03
Matthews Bar & Grill,Al80579107,0906199301,2208 Morris Avenue Birmingham,Alabama,1300,2400,0.03
Jefferson County Employees CU,Al80654174,3252672306,716 Richard Arrington Junior Boulevard North Birmingham,Alabama,1400,200,0.03
The Atomic Lounge,Al84577235,0888429518,2113 1st Avenue North Birmingham,Alabama,1100,100,0.03
Bistro Two Eighteen,Al05747652,0679205618,218 20th Street North Birmingham,Alabama,1000,300,0.03
The Furnace,Al42028652,2962533349,309 28th Street North Birmingham,Alabama,1400,200,0.03
24Taps Burgers & Brews,Wa92424635,3965890198,825 West Riverside Avenue Spokane,Washington,1300,2300,0.06
Tamarack Public House,Wa81621028,7516730507,912 West Sprague Avenue Spokane,Washington,1100,300,0.06
Gaslamp Social Provisions,Wa25793030,8100573161,808 West Main Avenue #351 Spokane,Washington,1300,200,0.06
Tomato Street River Park Square,Wa38291747,5502861029,808 West Main Avenue #106 Spokane,Washington,1200,200,0.06
Helix Wines,Wa41189727,6236724276,824 Sprague Avenue Spokane,Washington,1400,2400,0.06
Bistango Martini Lounge,Wa03888991,2049787823,108 North Post Street Spokane,Washington,1200,2400,0.06
The Melting Pot,Wa46309290,0619721403,707 West Main Avenue Spokane,Washington,1300,100,0.06
Post Street Ale House,Wa24023142,0493548740,1 North Post Street Spokane,Washington,1300,200,0.06
The District Bar,Wa81083546,3608755219,916 West 1st Avenue Spokane,Washington,1100,2300,0.06
Va Piano Tasting Room Spokane,Wa36617490,9717359044,10 South Post Street Spokane,Washington,1300,200,0.06
Volstead Act,Wa57988103,3952726959,12 North Post Street Spokane,Washington,1100,2300,0.06
Peacock Room Lounge,Wa13673666,5460084627,10 South Post Street c Spokane,Washington,1200,300,0.06
Paint & Pints,Wa93935032,9864644760,718 West Riverside Avenue Spokane,Washington,1400,2400,0.06
The Ridler Piano Bar,Wa03282760,2608112116,718 West Riverside Avenue Spokane,Washington,1000,2300,0.06
Palm Court Grill Restaurant,Wa07018629,0906402484,10 South Post Street B Spokane,Washington,1000,200,0.06
Tempus Cellars,Wa77574133,8269348023,8 North Post Street Spokane,Washington,1000,100,0.06
The Rain Lounge,Wa73921994,1202333391,1007 West 1st Avenue Spokane,Washington,1300,2300,0.06
Scratch,Wa20088439,7108913654,1005 West 1st Avenue Spokane,Washington,1200,300,0.06
Baby Bar,Wa49507376,7507494898,827 West 1st Avenue Spokane,Washington,1000,100,0.06
Sapphire Lounge,Wa68880320,5220579352,901 West 1st Avenue Spokane,Washington,1200,100,0.06
Funk 'n Waffles,Ne57301599,2347254044,204 North Water Street Rochester,New York,1200,300,0.02
Scotland Yard Pub,Ne98153220,9585056606,187 Saint Paul Street Rochester,New York,1400,2300,0.02
Tapas 177,Ne92161909,2572672846,177 Saint Paul Street Rochester,New York,1000,200,0.02
Lounge 2SIX9,Ne05444669,7760372989,269 Central Avenue Rochester,New York,1200,2400,0.02
Full Tilt,Ne97939205,3394865482,333 Central Avenue Rochester,New York,1200,300,0.02
Center City Terrace and Lounge,Ne88166964,1406752322,125 East Main Street Rochester,New York,1400,200,0.02
State Street Bar&Grill,Ne15640233,3776323592,70 State Street Rochester,New York,1300,2400,0.02
The Spirit Room,Ne21759098,3847694846,139 State Street Rochester,New York,1100,2300,0.02
Abilene Bar and Lounge,Ne01090046,2972149705,153 Liberty Pole Way Rochester,New York,1100,300,0.02
