GLAD Nite,Ca09451149,4726170860,101 West Main Street Visalia,California,1300,100,0.07
Pizanos,Ca23230553,9838635439,129 East Main Street Visalia,California,1400,2400,0.07
Visalia Brewing Co,Ca50012651,2155107388,112 West Main Street Visalia,California,1400,2400,0.07
Henry Salazar's | Fresh Mex Grill,Ca76911750,2778482024,123 West Main Street Visalia,California,1400,300,0.07
Downtown Rookies Sports Bar & Grill,Ca95893566,8044024224,215 East Main Street Visalia,California,1400,2300,0.07
Sequoia | Brewing Company,Ca10017272,8614800686,124 West Main Street Visalia,California,1400,200,0.07
Brewbakers Brewing Co,Ca36337277,0604017290,219 East Main Street Visalia,California,1200,2300,0.07
The Public House,Ca47596965,4707809557,202 West Main Street Visalia,California,1300,200,0.07
Tazzaria,Ca53255634,0169894083,208 West Main Street Visalia,California,1000,2400,0.07
The PhD,Ca39047857,3883629572,208 W. Main St Downstairs Visalia,California,1400,100,0.07
Pita Kabob Mediterranean Gastropub,Ca56993114,6347939108,227 North Court Street Visalia,California,1300,2400,0.07
The Southern Pacific Depot,Ca46783523,6963694188,207 East Oak Avenue Visalia,California,1300,100,0.07
Tommy's Restaurant | Downtown,Ca36728015,4201252817,130 North Encina Street Visalia,California,1100,200,0.07
Crawdaddy's,Ca65579688,1068212446,333 East Main Street Visalia,California,1400,2300,0.07
Santa Fe Station,Ca35731722,2070080712,505 East Center Avenue Visalia,California,1000,300,0.07
BarrelHouse Brewing Visalia,Ca24122542,3332322584,521 East Main Street Visalia,California,1100,200,0.07
The Patriot Pub,Ca65446140,7572155262,609 West Center Avenue Visalia,California,1300,100,0.07
Left of Center Visalia,Ca92646062,9941216885,699 West Center Avenue Visalia,California,1000,2400,0.07
The Boobie Trap Bar,Ka54396838,6898834333,1417 Southwest 6th Avenue Topeka,Kansas,1200,2400,0.11
Terry's Bar & Grill,Ka02099058,4236183581,522 Southwest 6th Avenue Topeka,Kansas,1200,100,0.11
The Celtic Fox,Ka04719088,2631143806,118 Southwest 8th Avenue # 202 Topeka,Kansas,1200,2400,0.11
Iron Rail Brewing,Ka29135709,3374175753,705 South Kansas Avenue Topeka,Kansas,1100,2400,0.11
The Pennant,Ka32116221,2155106585,915 South Kansas Avenue Topeka,Kansas,1100,2300,0.11
HHB BBQ,Ka13971402,0700848246,906 South Kansas Avenue Topeka,Kansas,1400,200,0.11
College Hill Pizza Pub,Ka88994138,0338518611,1418 Southwest Lane Street Topeka,Kansas,1300,2400,0.11
Oscar's,Ka68257644,3360631385,1424 Southwest Lane Street Topeka,Kansas,1400,300,0.11
Uncle Bo's Blues Bar,Ka10495316,0384769962,420 Southeast 6th Avenue Topeka,Kansas,1000,2400,0.11
The Burger Stand at College Hill,Ka67557117,9243270550,1601 Southwest Lane Street Topeka,Kansas,1300,300,0.11
PT's at College Hill,Ka33456186,2107060842,1625 Southwest Washburn Avenue Topeka,Kansas,1300,2400,0.11
Faces by Mayfield,Ka73859058,3809785864,802 North Kansas Avenue Topeka,Kansas,1100,200,0.11
Water's Edge Lounge,Ka34104187,6276636103,1717 Southwest Topeka Boulevard Topeka,Kansas,1100,200,0.11
Spitz Planetarium,Ka48119976,7641865783,Topeka,Kansas,1200,2300,0.11
J&J's Brew & Brew Gallery Bar,Ka26078410,0312324630,917 North Kansas Avenue Topeka,Kansas,1400,300,0.11
The Wheel Barrel,Ka95707586,6155539753,925 North Kansas Avenue Topeka,Kansas,1100,300,0.11
Dutch Goose Sports Bar & Grill,Ka93109005,3033240547,3203 Southwest 10th Avenue Topeka,Kansas,1400,2300,0.11
