La Hechizera,Te03556498,4465492876,924 North Collins Street Arlington,Texas,1400,100,0.08
Harrah's,Lo80562175,3060877962,New Orleans,Louisiana,1100,2400,0.05
Voodoo Two,Lo47399059,2596391406,330 Carondelet Street New Orleans,Louisiana,1200,200,0.05
Stratford Club,Lo82914799,6221062595,818 Gravier Street New Orleans,Louisiana,1400,100,0.05
346 Blu,Lo83533417,5383826237,346 Baronne Street New Orleans,Louisiana,1100,300,0.05
Luke,Lo03397756,2443200486,333 Saint Charles Avenue New Orleans,Louisiana,1100,200,0.05
Victory,Lo47034574,7008771338,339 Baronne Street New Orleans,Louisiana,1300,300,0.05
Crystal Room,Lo37993097,3202746389,833 Poydras Street New Orleans,Louisiana,1100,2300,0.05
P & G Restaurant,Lo02753575,8566554482,345 Baronne Street New Orleans,Louisiana,1400,100,0.05
Public Service,Lo41849142,1284951733,311 Baronne Street New Orleans,Louisiana,1100,300,0.05
Bienville Club,Lo69358639,6538285823,666 Gravier Street New Orleans,Louisiana,1300,2400,0.05
Catahoula Hotel,Lo73017587,7606063391,914 Union Street New Orleans,Louisiana,1400,2400,0.05
Piscobar,Lo80097440,8036824981,914 Union Street New Orleans,Louisiana,1100,2400,0.05
W XYZ Lounge,Lo83957270,8306928777,225 Baronne Street New Orleans,Louisiana,1300,2400,0.05
Pete's,Lo58434890,8716200532,444 Saint Charles Avenue New Orleans,Louisiana,1200,2300,0.05
Poydras & Peters,Lo88586668,7577772143,300 Poydras Street New Orleans,Louisiana,1100,2300,0.05
Hobnobber's Variety Bar & Restaurant,Lo23352349,8703397027,139 Carondelet Street New Orleans,Louisiana,1400,2400,0.05
Mike Serio's Po-Boys & Deli,Lo09983795,7438116260,133 Saint Charles Avenue New Orleans,Louisiana,1400,2300,0.05
Cafe At The Square,Lo50341292,3850880309,500 Saint Charles Avenue New Orleans,Louisiana,1400,100,0.05
Loa Bar,Lo89945554,8446490143,221 Camp Street New Orleans,Louisiana,1100,2400,0.05
Daisy Dukes Express,Lo79659384,5893540076,123 Carondelet Street New Orleans,Louisiana,1100,200,0.05
Party Up Entertainment,Ca29198122,8496312365,Bakersfield,California,1400,200,0.07
The Azz Lounge Live Jazz Music,Ca16171675,0694612106,1488 17th Place Bakersfield,California,1300,100,0.07
The Library,Ca71797727,2295677771,1718 Chester Avenue Bakersfield,California,1400,100,0.07
Jazz Lounge,Ca85413690,6531344183,1718 Chester Avenue Bakersfield,California,1000,100,0.07
Cool Quencher U.S.A.,Ca77131585,1676650973,1421 17th Place Bakersfield,California,1100,200,0.07
Crash Lounge,Ca11734755,5464618772,1810 Eye Street Bakersfield,California,1400,200,0.07
Drunken Monkey,Ca91172057,7422310165,1419 Wall Street Bakersfield,California,1200,2300,0.07
Guthrie's Alley Cat,Ca73952394,8798920075,1525 Wall Street Bakersfield,California,1200,300,0.07
Jerry's Pizza & Pub,Ca61267348,8573692066,1817 Chester Avenue Bakersfield,California,1100,2300,0.07
Muertos Kitchen & Lounge,Ca37169685,6654711152,1514 Wall Street Bakersfield,California,1300,2300,0.07
Wall Alley,Ca39409321,1803962879,1527 19th Street #218 Bakersfield,California,1000,300,0.07
Prospect Lounge,Ca97839707,0569308243,1702 18th Street Bakersfield,California,1400,300,0.07
Tlo Wines Tasting Room,Ca09714713,6105563082,1212 18th Street Bakersfield,California,1100,200,0.07
Tiki-Ko,Ca43187742,9484987146,1919 K Street Bakersfield,California,1400,300,0.07
Sandrini's Public House,Ca01848073,1220409210,1918 Eye Street Bakersfield,California,1000,200,0.07
The Mint,Ca12689072,8306564467,1207 19th Street Bakersfield,California,1300,100,0.07
Casablanca Nightclub,Ca51430589,4919548939,1825 N Street Bakersfield,California,1000,300,0.07
The Avenue Downtown,Ca96692670,4082207310,2022 Chester Avenue Bakersfield,California,1400,100,0.07
The Conservative Cigar,Ca34957491,6630659863,1030 19th Street Bakersfield,California,1200,300,0.07
Downtown Red Zone,Ca77537241,8184498318,900 Truxtun Avenue Bakersfield,California,1300,2400,0.07
Bizou Brasserie,Fl66826871,7768862680,601 North Florida Avenue Tampa,Florida,1300,200,0.06
The Hub Bar,Fl72735157,5800353021,719 North Franklin Street Tampa,Florida,1400,300,0.06
Jamaican Tropicale by Jerk Hut,Fl33592200,9074583316,513 North Franklin Street Tampa,Florida,1100,2300,0.06
Sapphire Room,Fl21559087,0055098863,905 North Florida Avenue Tampa,Florida,1200,100,0.06
Indigo Coffee House + Social Bar,Fl79276505,1581404737,514 North Franklin Street #102 Tampa,Florida,1200,2400,0.06
The Anchor Bar,Fl07994536,6689783656,514 North Franklin Street Tampa,Florida,1000,100,0.06
1895 Kitchen - Bar - Market,Fl11530483,0711519376,510 North Franklin Street Tampa,Florida,1000,300,0.06
Spain Restaurant and Toma Bar,Fl40845874,2466616035,513 North Tampa Street Tampa,Florida,1300,2300,0.06
The Local Draught House,Fl87951023,5108465379,813 North Tampa Street Tampa,Florida,1100,100,0.06
Franklin Manor,Fl82985626,5234704386,912 North Franklin Street Tampa,Florida,1400,100,0.06
Anise Global Gastrobar,Fl52133115,4571709495,777 North Ashley Drive Tampa,Florida,1100,100,0.06
Taps Restaurant Bar & Lounge,Fl77154805,6186467751,777 North Ashley Drive Tampa,Florida,1100,300,0.06
Pokeys,Fl26352212,2529826714,100 East Madison Street Tampa,Florida,1000,2300,0.06
Yeoman's Cask and Lion,Fl32336565,0976729736,202 North Morgan Street Tampa,Florida,1000,200,0.06
University Club Of Tampa,Fl84137504,1157223303,201 North Franklin Street Suite 3800 Tampa,Florida,1200,2400,0.06
Hillsborough County Bar Associates,Fl11942963,3087423084,101 East Kennedy Boulevard Tampa,Florida,1100,2400,0.06
Fly Bar & Restaurant,Fl74251668,4937446441,1202 North Franklin Street Tampa,Florida,1100,100,0.06
211 Lounge,Fl39078274,3453824469,211 North Tampa Street Tampa,Florida,1100,2300,0.06
The Pint and Brew Downtown,Fl05457097,9025703152,200 North Tampa Street Tampa,Florida,1200,2300,0.06
Hotel Bar,Fl52879618,9849257170,200 North Tampa Street Tampa,Florida,1000,2300,0.06
Square Barrels,Ha86712279,7107393416,1001 Bishop Street #108 Honolulu,Hawaii,1200,300,0.06
Art's Hideaway,Ha00614405,0610618591,1110 Bishop Street Honolulu,Hawaii,1400,300,0.06
Hukilau Honolulu,Ha39049533,9590773310,1088 Bishop Street LL13 Honolulu,Hawaii,1200,2400,0.06
The Tiki at Scarlet,Ha67057859,6336114265,1138 Fort Street Mall Honolulu,Hawaii,1000,300,0.06
Fort Street Cafe,Ha40831549,0971351550,1152 Fort Street Mall Honolulu,Hawaii,1400,200,0.06
Scarlet Honolulu,Ha93729436,0439249258,80 South Pauahi Street Honolulu,Hawaii,1200,2400,0.06
Proof Public House,Ha17300257,8764790711,1154 Fort Street Mall # 10 Honolulu,Hawaii,1300,300,0.06
Honolulu Cafe,Ha39230029,4892356416,741 Bishop Street Honolulu,Hawaii,1000,300,0.06
Bethel Union,Ha30520556,7371163314,1115 Bethel Street Honolulu,Hawaii,1100,100,0.06
Bar Elixrs,Ha23655596,9128008859,1153 Bethel Street Honolulu,Hawaii,1000,2300,0.06
J.J. Dolans,Ha98987113,1375177661,1147 Bethel Street Honolulu,Hawaii,1200,2400,0.06
Ferguson's Irish Pub,Ha50819418,6600442251,Dillingham Transportation Building 729 Bishop Street Honolulu,Hawaii,1400,200,0.06
T J's Sports Bar & Grill,Ha38873710,2447831548,600 Kapiolani Boulevard Honolulu,Hawaii,1000,200,0.06
Bar Leather Apron,Ha95990365,7555393363,745 Fort Street #127A Honolulu,Hawaii,1000,2300,0.06
The Venue,Ha14355716,0073413812,1144 Bethel Street Honolulu,Hawaii,1200,100,0.06
SIN Lounge,Ha05906321,6323261979,1111 Nuuanu Avenue Honolulu,Hawaii,1200,100,0.06
PAI Honolulu,Ha59254305,7188632949,55 Merchant Street Suite 110 Honolulu,Hawaii,1300,100,0.06
Encore Saloon,Ha08240755,5182553911,10 North Hotel Street Honolulu,Hawaii,1300,100,0.06
Hanks Cafe Honolulu,Ha05536818,5653693613,1038 Nuuanu Avenue Honolulu,Hawaii,1100,200,0.06
The Dragon Upstairs,Ha40950758,1147524513,1038 Nuuanu Avenue Honolulu,Hawaii,1100,2300,0.06
The Clip Joint,Co76341113,2682504858,700 Billings Street K Aurora,Colorado,1000,100,0.05
Tin Cup Bar & Grill - Aurora Hills,Co18454867,8019366735,50 S Peoria St Aurora,Colorado,1100,2300,0.05
Zephyr Lounge,Co92943041,3599873238,11940 East Colfax Avenue Aurora,Colorado,1100,300,0.05
Foco Rojo,Co24675063,0183490926,15007 East Colfax Avenue Aurora,Colorado,1000,200,0.05
El Metapan Bar,Co75365237,6665948433,11797 11759 East Colfax Avenue Aurora,Colorado,1000,2400,0.05
Chili's Grill & Bar,Co12819255,2735410663,265 South Abilene Street Aurora,Colorado,1100,100,0.05
Ursula Brewery,Co70866000,9000880677,2101 North Ursula Street Aurora,Colorado,1400,200,0.05
BJ's Restaurant & Brewhouse,Co28802579,7271121711,14442 East Cedar Avenue Aurora,Colorado,1200,300,0.05
Cedar Creek Pub,Co44836586,3871936119,2100 North Ursula Street Aurora,Colorado,1300,2300,0.05
Scooters Sports Bar & Grill,Co55461401,2143609360,13698 East Alameda Avenue Aurora,Colorado,1400,100,0.05
TGI Fridays,Co99511688,1749941298,14150 East Alameda Parkway Aurora,Colorado,1100,200,0.05
Jalapeño Deluxe Restaurante,Co38025219,6375993609,15490 East Colfax Avenue Aurora,Colorado,1300,200,0.05
Just Bill's,Co73515650,1666760893,15355 East Colfax Avenue # E3 Aurora,Colorado,1300,2400,0.05
Helga's German Restaurant & Deli,Co98901844,6145386597,14197 East Exposition Avenue Aurora,Colorado,1000,100,0.05
Cazadores Bar & Nightclub,Co60553359,5572651999,1470 Jamaica Street Aurora,Colorado,1300,2400,0.05
Tierra Maya Sports Bar & Grill,Co63458243,1611873233,455 Havana Street Aurora,Colorado,1400,100,0.05
Red Lobster,Co84846266,2055480587,10854 East Alameda Avenue Aurora,Colorado,1100,2400,0.05
Jy liquor Drive thru store,Co53966709,7472648615,10201 East Colfax Avenue Aurora,Colorado,1000,2400,0.05
Fat Boy's Bar & Grill,Co54516168,1955884198,10660 East Alameda Avenue Aurora,Colorado,1200,100,0.05
Mile High Pizza & Grill,Co51564866,0613676108,3464 3464 1010 South Peoria Street Aurora,Colorado,1000,300,0.05
Bizen Beer Bar,Ca96424985,0257090127,155 West Center Street Promenade Anaheim,California,1000,100,0.07
Promenade Pub,Ca14605598,7136706371,215 South Anaheim Boulevard Anaheim,California,1000,300,0.07
Decades Bar and Grill,Ca90312373,9594149984,195 West Center Street Promenade Anaheim,California,1000,100,0.07
Colony Wine Merchant,Ca57468297,9023284099,280 South Lemon Street Anaheim,California,1200,100,0.07
Strong Water Anaheim,Ca73556053,8012070136,270 South Clementine Street Anaheim,California,1400,300,0.07
Umami Burger Anaheim,Ca00191025,3853276097,338 South Anaheim Boulevard Anaheim,California,1300,300,0.07
Bxcr wine bar,Ca93910268,9289102272,440 South Anaheim Boulevard Anaheim,California,1100,100,0.07
The Blind Rabbit,Ca59705843,2268613132,440 South Anaheim Boulevard #104 Anaheim,California,1400,2300,0.07
Hammer Workshop & Bar,Ca78142304,5937772608,440 South Anaheim Boulevard Anaheim,California,1300,2400,0.07
The Blind Rabbit,Ca79565279,1468137535,440 South Anaheim Boulevard Anaheim,California,1200,300,0.07
URBANA Mexican Gastronomy & Mixology,Ca32369261,5197764325,440 South Anaheim Boulevard Anaheim,California,1400,100,0.07
Pali Wine Co.,Ca63401440,2567131751,500 South Anaheim Boulevard unit c Anaheim,California,1000,100,0.07
MAKE,Ca69866963,8542029977,500 South Anaheim Boulevard Anaheim,California,1000,100,0.07
Unsung Brewing Company,Ca74857292,3767808440,500 South Anaheim Boulevard Anaheim,California,1200,2400,0.07
La Taverna Nite Club,Ca86179724,3018941166,727 North Anaheim Boulevard Anaheim,California,1200,100,0.07
The Juke Joint,Ca82132834,4563101201,735 North Anaheim Boulevard Anaheim,California,1000,2300,0.07
Las Casitas Bar En Los Angeles,Ca40458700,2318754972,Lincoln Avenue Anaheim,California,1100,2400,0.07
Master Granite & Marble,Ca59088576,3728679028,863 South Rose Place Anaheim,California,1400,200,0.07
El Farolito Jr,Ca84572408,2040079919,1143 1339 North East Street Anaheim,California,1300,2400,0.07
AMF Carter Lanes,Ca50984828,9040876232,1501 South Lemon Street Fullerton,California,1100,300,0.07
Daniel Marshall Inc,Ca71350090,9605346654,Santa Ana,California,1200,2300,0.07
Lola Gaspar,Ca47213573,1626634563,211 West 2nd Street Santa Ana,California,1400,200,0.07
Santa Ana Elks Lodge 794,Ca12394303,1826345427,207 West 2nd Street Santa Ana,California,1300,100,0.07
ARTbar,Ca13925395,8113000213,207 North Broadway Santa Ana,California,1000,2300,0.07
Mix Mix Kitchen Bar,Ca48367170,3989236641,300 North Main Street Santa Ana,California,1100,2300,0.07
Congregation Ale House Santa Ana Chapter,Ca22048851,3807501552,201 North Broadway Santa Ana,California,1200,2300,0.07
Mission Bar,Ca13324736,3894786729,302 North Main Street Santa Ana,California,1400,300,0.07
Proof,Ca25575269,3669999411,215 North Broadway Santa Ana,California,1300,2300,0.07
Chapter One: the modern local,Ca17292052,3976510579,227 North Broadway Santa Ana,California,1300,100,0.07
The Copper Door,Ca59858204,1201792739,225 North Broadway Santa Ana,California,1300,2300,0.07
Bar Ellipsis,Ca50082782,4683368826,220 East 3rd Street Santa Ana,California,1400,200,0.07
Festival Hall,Ca29735820,3354719034,220 East 3rd Street Santa Ana,California,1400,2400,0.07
Vacation,Ca36769969,1608659127,204 West 4th Street Santa Ana,California,1400,200,0.07
El Mercado Modern Cuisine,Ca16239797,4121450359,301 North Spurgeon Street Santa Ana,California,1000,2300,0.07
El Indio Botanas y Cerveza,Ca93686340,4283196217,309 West 3rd Street Santa Ana,California,1400,200,0.07
Kaizen Shabu,Ca36264722,4576657210,303 North Spurgeon Street Santa Ana,California,1000,200,0.07
Playground,Ca17259994,9550287918,220 East 4th Street #102 Santa Ana,California,1100,200,0.07
Recess,Ca09555321,1008732428,201 East 4th Street Santa Ana,California,1300,2400,0.07
Hector's On Broadway,Ca93518794,7345612415,409 North Broadway Santa Ana,California,1400,100,0.07
The Barrel Room,Ca81039903,5546952992,324 West 4th Street Santa Ana,California,1000,300,0.07
Redwood bar & grill,Mi60210355,0087344598,City Hall 1200 Market Street St. Louis,Missouri,1200,2300,0.04
Maurizio's Pizza & Sports Bar,Mi01741887,2587808727,220 South Tucker Boulevard St. Louis,Missouri,1300,300,0.04
The Note Bar,Mi79410924,8836384164,200 North 13th Street St. Louis,Missouri,1400,2400,0.04
Envy at the Park,Mi85791393,8785579544,1025 Spruce Street St. Louis,Missouri,1100,100,0.04
