Pinot's Palette,Ca04196719,3701516940,8962 Elk Grove Boulevard A Elk Grove,California,1300,2300,0.07
Elk Grove Sports Bar & Grill,Ca72270766,1004168370,9661 Elk Grove Florin Road C Elk Grove,California,1100,300,0.07
Old Town Pizza and Tap House,Ca76917343,5193043263,9677 Elk Grove Florin Road Elk Grove,California,1100,300,0.07
Softball,Ca10415983,4204054731,9950 Elk Grove Florin Road Elk Grove,California,1400,2300,0.07
Babe's Lounge,Ca80827845,1107278195,9007 Elk Grove Boulevard Elk Grove,California,1000,100,0.07
Brick House Restaurant & Catering,Ca86496276,1740638031,9027 Elk Grove Boulevard #100 Elk Grove,California,1100,200,0.07
Bob's Club,Ca09689461,1966557520,9039 Elk Grove Boulevard Elk Grove,California,1400,300,0.07
Bull Wings Grill & Bar,Ca93210701,4772211055,9625 East Stockton Boulevard Elk Grove,California,1000,100,0.07
Satori | Sushi & Teriyaki Grill,Ca50505476,5479485720,8451 Elk Grove Boulevard Elk Grove,California,1100,2300,0.07
Mikuni | Elk Grove,Ca39124870,4666760443,8525 Bond Road Elk Grove,California,1300,2300,0.07
Paesanos,Ca96785033,7791425544,8519 Bond Road #101 Elk Grove,California,1300,2400,0.07
On the Border Mexican Grill and Cantina,Ca31988368,6462040965,9164 East Stockton Boulevard Elk Grove,California,1300,2400,0.07
Flatland Brewing Elk Grove  CA,Ca97328584,6517440209,9183 Survey Road #104 Elk Grove,California,1400,2400,0.07
BJ's Restaurant & Brewhouse,Ca55483350,4743639307,9237 Laguna Springs Drive Elk Grove,California,1400,2400,0.07
Applebee's Grill + Bar,Ca98583460,8480277430,9105 East Stockton Boulevard Elk Grove,California,1200,200,0.07
Romano's Macaroni Grill,Ca49153090,4491072099,8295 Laguna Boulevard Elk Grove,California,1100,2300,0.07
Logan's Roadhouse,Ca41105533,0277104506,9105 West Stockton Boulevard Elk Grove,California,1300,300,0.07
Chason's Crab Stadium,Ca47741691,8880842553,8839 Sheldon Road Elk Grove,California,1100,300,0.07
The Old Spaghetti Factory,Ca62743070,4057435308,7727 Laguna Boulevard Elk Grove,California,1000,200,0.07
Starbucks,Ca29058510,8127180268,7701 Laguna Boulevard Elk Grove,California,1400,2400,0.07
The Coin Jam,Or54075102,2456037741,439 Court Street Northeast Salem,Oregon,1100,200,0.07
Rudy's Steakhouse,Or30410150,2147199850,350 Chemeketa Street Northeast Salem,Oregon,1300,100,0.07
Kraftworks Taphouse,Or22164384,9053714774,241 Liberty Street Northeast Salem,Oregon,1200,200,0.07
1859 Cider Co.,Or51833569,8607892912,249 Liberty Street Northeast #140 Salem,Oregon,1000,2300,0.07
The Kitchen on Court Street,Or83754288,7023152385,466 Court Street Northeast Salem,Oregon,1000,200,0.07
Venti's Cafe + Basement Bar,Or93450964,2192133723,325 Court Street Northeast Salem,Oregon,1100,2300,0.07
Victory Club,Or19433771,1489839805,155 Liberty Street Northeast Salem,Oregon,1100,200,0.07
Brown's Towne Lounge,Or09056442,7694332828,145 Liberty Street Northeast Suite #101 Salem,Oregon,1000,2400,0.07
Ritter's Housemade Foods,Or30703830,4145802149,102 Liberty Street Northeast Suite 100 Salem,Oregon,1200,200,0.07
Archive Coffee & Bar,Or65953288,0877709671,102 Liberty Street Northeast Suite 120 Salem,Oregon,1400,200,0.07
table FIVE 08,Or62481959,0029564619,508 State Street Salem,Oregon,1000,2400,0.07
The Night Deposit Whiskey Library,Or40944920,8950066446,195 Commercial Street Northeast Salem,Oregon,1100,2400,0.07
Bari Restaurant and Bar,Or16419150,5962947938,136 High Street Southeast Salem,Oregon,1200,100,0.07
Hopheads,Or60025447,4209358167,150 High Street Southeast Salem,Oregon,1300,300,0.07
Taproot Lounge And Cafe,Or17451885,6142886342,356 State Street Salem,Oregon,1200,2300,0.07
DaVinci Ristorante,Or55893915,0456534782,180 High Street Southeast Salem,Oregon,1200,100,0.07
Half Time Bar & Grill,Or98657004,5160109499,850 High Street Northeast Salem,Oregon,1000,2400,0.07
The Dehn Bar,Or64323933,9306446068,157 Commercial Street Southeast Salem,Oregon,1400,300,0.07
Tiga Sushi Bar & Asian Bistro,Or04666017,7501087623,260 Liberty Street Southeast Salem,Oregon,1000,200,0.07
McMenamins Boon's Treasury,Or67111983,3654257180,888 Liberty Street Northeast Salem,Oregon,1300,100,0.07
Medrano's Mexican Restaurant Lancaster,Ca87245228,5754824682,44276 10th Street West Lancaster,California,1100,100,0.07
Applebee's Grill + Bar,Ca97771444,0732577645,43545 10th Street West Lancaster,California,1300,200,0.07
Pour d'Vino,Ca41339026,2223689272,741 West Lancaster Boulevard Lancaster,California,1200,2400,0.07
Alehouse,Ca88316376,8278171230,739 West Lancaster Boulevard Lancaster,California,1100,2300,0.07
